id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
34419439	Spacious bright classic apt in Ridgewood	189421403	Stefan	Queens	Ridgewood	40.70539	-73.90857	Entire home/apt	155	2	2	10/06/2019	1	3	59
34419247	Cutest LIC-Beautiful garden-Midtown1stop-Breakfast	259796664	Santi	Queens	Long Island City	40.75411	-73.93634	Private room	89	1	9	16/06/2019	6.28	10	358
311356	Charming Ridgewood Soulful  Walk-Up	142147	Richard	Queens	Ridgewood	40.70215	-73.91139	Private room	52	2	98	01/05/2019	1.09	1	326
34419244	Cute LIC-Beautiful garden-Midtown1stop-Breakfast	259796664	Santi	Queens	Long Island City	40.75502	-73.9349	Private room	79	1	8	07/07/2019	4.14	10	360
34419243	Beautiful LIC-Lush garden-Midtown1stop-Breakfast	259796664	Santi	Queens	Long Island City	40.75317	-73.93502	Private room	99	1	7	01/06/2019	3.44	10	352
34419094	Lovely  LIC-Lush garden-Midtown1stop-Breakfast	259796664	Santi	Queens	Long Island City	40.75314	-73.93644	Private room	89	1	9	23/06/2019	4.5	10	357
34418565	"NYC 3 bed, full frnshd Apt, city 5 mins - Monthly"	251229393	Rafu	Queens	Sunnyside	40.74546	-73.93341	Entire home/apt	149	4	2	12/06/2019	1.11	2	298
34417762	Cozy LIC-Beautiful garden-Midtown1stop-Breakfast	259796664	Santi	Queens	Long Island City	40.75386	-73.93677	Private room	79	1	15	03/07/2019	7.26	10	348
34417476	Gorgeous LIC-Lush garden-Midtown1stop-Breakfast	259796664	Santi	Queens	Long Island City	40.7546	-73.93506	Private room	99	1	9	20/06/2019	4.15	10	360
34416741	Gorgeous 3-bed-Lush garden-Midtown1stop-Breakfast	259796664	Santi	Queens	Long Island City	40.75334	-73.93631	Entire home/apt	299	1	3	10/06/2019	2.05	10	357
34416547	Gorgeous 4-bed-Lush garden-Midtown1stop-Breakfast	259796664	Santi	Queens	Long Island City	40.75509	-73.93703	Entire home/apt	299	1	2	05/07/2019	1.62	10	341
34416233	"Sunny two-bedroom apt in Jackson Heights, Queens"	33229910	Angele	Queens	Jackson Heights	40.75312	-73.8812	Entire home/apt	120	7	0			1	58
34415755	Gorgeous 7-bed-Lush garden-Midtown1stop-Breakfast	259796664	Santi	Queens	Long Island City	40.75297	-73.93698	Entire home/apt	499	1	0			10	341
34414462	1 BEDROOM BASEMENT APARTMENT NEXT TO ASTORIA PARK	86181642	Grace	Queens	Astoria	40.77352	-73.92836	Entire home/apt	150	1	5	16/06/2019	2.38	1	24
34413765	Donat Apartment	117364815	Donat	Queens	Astoria	40.75978	-73.90851	Private room	103	30	0			1	359
34413436	"Bed only ladys, near LaGuardia & Manhattan"	223087887	Jess & Ana	Queens	Corona	40.74262	-73.86674	Shared room	25	1	12	07/07/2019	6	8	351
34411728	Villa in Astoria	17622034	Omar	Queens	Astoria	40.7708	-73.93084	Private room	78	3	0			1	5
34401906	New York Modern Apartment	34075689	Zhen Zhen	Queens	Maspeth	40.72167	-73.90095	Entire home/apt	145	7	2	29/05/2019	1.22	3	38
34400497	An ideal place for your peace of mind	259694336	Joseph	Queens	Springfield Gardens	40.66899	-73.76163	Private room	70	4	3	10/06/2019	1.76	1	69
34399142	Cozy Studio! Easy Access to Train to Manhattan!	259683532	Jacob	Queens	Ridgewood	40.70576	-73.89808	Entire home/apt	99	3	10	02/07/2019	5.26	1	152
34396674	Cozy sun-fillled Astoria RM near Broadway station.	137358866	Kazuya	Queens	Astoria	40.76571	-73.92758	Private room	48	30	0			103	242
34396019	Cozy and bright bedroom next to the train station	259483928	Lizbeth	Queens	Glendale	40.70502	-73.89547	Private room	49	1	1	02/06/2019	0.79	1	70
34394888	Room w/ lots of Natural Light. Near 69st 7 train.	137358866	Kazuya	Queens	Woodside	40.743	-73.89444	Private room	47	30	0			103	246
34393554	Mini Casa	247013511	Frank	Queens	Jackson Heights	40.75231	-73.8756	Entire home/apt	69	2	3	19/05/2019	1.5	6	36
34388360	Penthouse with Manhattan Views	191407795	Ariana	Queens	Maspeth	40.72807	-73.89826	Entire home/apt	149	2	0			1	327
34370821	Spacious room 2mins from 52st-Woodside 7 train!	137358866	Kazuya	Queens	Woodside	40.74341	-73.91064	Private room	54	30	0			103	10
34369689	Pat's Place2	256743247	Patricia	Queens	Bayside	40.7712	-73.78189	Private room	32	2	7	05/07/2019	5.68	2	302
34368774	Cozy one bed room 15 minutes' away from Manhattan	42916011	Yang	Queens	Sunnyside	40.74368	-73.92421	Private room	88	8	0			2	363
34365445	"2 BR Apt close to LGA, JFK & Midtown (3B)"	259229690	Rina	Queens	Woodside	40.74632	-73.89382	Entire home/apt	179	1	4	05/07/2019	2.22	4	75
34364713	"2 BR Apt close to LGA,JFK & Midtown (3A)"	259229690	Rina	Queens	Woodside	40.74479	-73.89199	Entire home/apt	179	1	5	07/07/2019	2.54	4	76
34363827	LIC 1BR Large Living Room - Great View Summer Apt	34741551	Liane	Queens	Long Island City	40.74702	-73.95676	Entire home/apt	123	30	0			1	0
34362400	Duplex great stay City center	234623462	Alan	Queens	Flushing	40.75565	-73.83361	Entire home/apt	688	3	0			1	365
34361793	2 BR apt close to LGA / JFK / Midtown (2B)	259229690	Rina	Queens	Woodside	40.74494	-73.89255	Entire home/apt	150	1	4	27/05/2019	2.07	4	56
34341449	SINGLE ROOM AVAILABLE IN JAMAICA NEAR JFK & LGA	259078758	Moolchand	Queens	Hollis	40.71606	-73.76777	Private room	50	1	4	30/06/2019	1.76	3	89
34341008	Large room min away from city/Prkg available	247092108	Jackie	Queens	Astoria	40.76807	-73.91341	Private room	110	1	0			3	0
34340887	Clean and comfortable place	259261655	Kay	Queens	Astoria	40.77098	-73.91952	Entire home/apt	150	1	7	16/06/2019	3.18	1	25
34340833	SINGLE ROOM AVAILABLE IN JAMAICA NEAR JFK & LGA	259078758	Moolchand	Queens	Hollis	40.71702	-73.76761	Private room	50	1	5	30/06/2019	3	3	89
34340593	Beaut room 10min away from the city with Prkg Avbl	247092108	Jackie	Queens	Astoria	40.76701	-73.91208	Private room	79	1	2	22/05/2019	1.05	3	281
34339714	Simply but comfy	246887851	Yuvraj	Queens	Elmhurst	40.74184	-73.88393	Private room	42	2	6	29/06/2019	2.77	1	292
34337953	MASTER ROOM # 1 near To JFK & LaGuardia airport	258589420	Diego	Queens	Richmond Hill	40.68929	-73.83221	Private room	80	1	11	07/07/2019	5	7	179
34337805	Ridgewood Love	7505535	Magnificent Mohamad	Queens	Ridgewood	40.70513	-73.901	Private room	149	1	0			1	180
34336812	"2 BR Apt close to LGA, JFK & Midtown (2A)"	259229690	Rina	Queens	Woodside	40.74553	-73.89212	Entire home/apt	179	1	5	30/06/2019	2.59	4	23
34336417	ROOM # 8 near to JFK & LGA airport	258589420	Diego	Queens	Richmond Hill	40.68921	-73.83159	Private room	53	1	11	26/06/2019	4.93	7	176
34336194	ROOM # 7 Near to JFK & LGA airport	258589420	Diego	Queens	Richmond Hill	40.68782	-73.83348	Private room	53	1	12	06/07/2019	5.37	7	180
34336135	SHANEL'S  2 BR Apt 5 mins from JFK	259207391	Pauline	Queens	Jamaica	40.67626	-73.79809	Private room	150	1	4	04/07/2019	2.26	3	356
34336086	ROOM # 4 near to JFK & LGA airport	258589420	Diego	Queens	Richmond Hill	40.68981	-73.83198	Private room	58	1	6	07/07/2019	2.73	7	176
34335356	The Sunshine Palace 2	236018119	Lucy	Queens	Queens Village	40.70842	-73.73843	Entire home/apt	175	1	0			3	0
34334609	ROOM # 6 near to JFK & LGA airport	258589420	Diego	Queens	Richmond Hill	40.68797	-73.83351	Private room	58	1	12	03/07/2019	5.45	7	179
34331687	Bayside Room	252440873	Luisa	Queens	Bayside	40.76176	-73.76511	Private room	40	31	0			1	69
34330817	"Bright, Sunny and Budget friendly rental"	240239465	Okhela	Queens	St. Albans	40.70099	-73.75497	Private room	40	2	0			2	84
34319441	Amazing Place - ASTORIA	46081317	Fabiana	Queens	Astoria	40.75663	-73.9143	Private room	55	25	0			3	199
34317148	Beautiful house  in Jamaica near JFK & LGA	259078758	Moolchand	Queens	Hollis	40.71573	-73.76897	Private room	175	1	0			3	89
34312239	Cozy Private Room - Only 25 mins to Manhattan ;)	22070428	Fernando	Queens	Elmhurst	40.7442	-73.87698	Private room	55	1	1	10/05/2019	0.5	1	35
34310607	Large private Room nearly JFK 8 mins	222049462	Jose	Queens	Rosedale	40.65919	-73.73412	Private room	60	1	14	01/07/2019	6.46	2	88
34302031	500 sq ft Studio with Private Bathroom	133588507	Joanne	Queens	Jamaica	40.7084	-73.78882	Entire home/apt	64	3	6	05/07/2019	3.05	1	37
34285600	Homely ROOM IN BROOKLYN	218417875	Patrice	Queens	Ridgewood	40.70173	-73.9073	Private room	60	1	10	23/06/2019	4.41	1	365
34284654	Manhattan Private Room & Bathroom	19109608	Elle	Queens	Astoria	40.76149	-73.9203	Private room	95	7	0			3	356
34284316	Bedroom	180991373	Vicky	Queens	Flushing	40.74265	-73.8231	Private room	50	1	0			5	23
34283312	2BR in Bushwick! 20 min to Manhattan!	258831812	Veronika	Queens	Ridgewood	40.70805	-73.91535	Entire home/apt	170	7	0			1	126
34282192	"Large room close to Metro ,20min  to TQ"	258824466	Nam	Queens	Sunnyside	40.73898	-73.9212	Private room	60	2	6	01/07/2019	2.81	1	180
34280940	"Mi casa es tu casa, Habitación 1"	241565326	Valentina	Queens	Woodside	40.7432	-73.90304	Private room	50	1	16	03/07/2019	7.06	2	81
34260123	"3BR Apartment in Bushwick, 1 min to Train!"	258682005	Terly	Queens	Ridgewood	40.69526	-73.90263	Entire home/apt	210	7	2	26/05/2019	1.13	1	142
34253279	"Jfk min away. Welcome to the beach! Fun,sand,surf"	125320407	Sata	Queens	Far Rockaway	40.60412	-73.75163	Private room	875	2	0			5	365
34251397	"Nice House, clean space"	258518165	Andres	Queens	Bayside	40.74966	-73.75328	Private room	80	1	0			1	289
34251007	Penthouse with breath taking views of the skyline.	258596027	Noreen	Queens	Long Island City	40.74973	-73.94015	Entire home/apt	199	2	6	10/06/2019	3.46	1	316
34250344	ROOM # 3 near to JFK & LGA Airport	258589420	Diego	Queens	Richmond Hill	40.68908	-73.83326	Private room	56	1	12	07/07/2019	5.37	7	179
34243440	Room in Astoria - few steps from subway Ditmars	16072483	Danilo	Queens	Ditmars Steinway	40.77419	-73.91113	Private room	30	2	5	02/07/2019	2.31	1	11
34233572	"Quiet, Safe, Clean Room"	258461766	Leslie	Queens	Flushing	40.75073	-73.82052	Private room	75	1	0			1	365
34231565	Private bedroom and bathroom 15 mins from the city	2961266	John	Queens	Sunnyside	40.73857	-73.92563	Private room	72	1	4	02/07/2019	4	2	25
34229313	Astoria's Retreat 10min away from the city. Prkg	247092108	Jackie	Queens	Astoria	40.76683	-73.91435	Entire home/apt	199	1	12	06/07/2019	7.06	3	283
34227232	Very quiet two twin beds room 温馨双单人床小屋	140630987	Jiali	Queens	Flushing	40.76089	-73.8142	Private room	70	1	7	07/07/2019	3.18	6	326
34223346	Big and bright with private entrance	41976386	Nawar	Queens	Ridgewood	40.70611	-73.91521	Private room	50	30	0			1	36
34221161	Room with sofa bed or air mattress	9295237	Noelle	Queens	Astoria	40.75593	-73.91276	Private room	2000	365	0			2	0
34213403	"Comfy Sunnyside Room, Midtown in less than 30!"	137358866	Kazuya	Queens	Sunnyside	40.74627	-73.92027	Private room	43	30	0			103	216
34209440	Hotel-like Cottage Private Room KING Bed 25min NYC	48684597	David	Queens	Maspeth	40.73763	-73.89533	Private room	50	1	10	01/07/2019	4.48	4	218
34208055	Private room in queens	1346437	Cristina	Queens	Sunnyside	40.74628	-73.9243	Private room	50	7	0			2	35
34208053	✴ COZY Astoria NYC ✴ 1BDR & 1 BATH APT	258265562	Ossama	Queens	Long Island City	40.75575	-73.93037	Entire home/apt	113	2	4	07/06/2019	1.85	1	0
34205267	"Spacious, sunny room in Queens/Brooklyn"	913940	Giancarlo	Queens	Ridgewood	40.70666	-73.90779	Private room	30	21	0			1	73
34197733	Beautiful 3 Bedroom 15 Minutes To Manhattan NYC	258186526	Mimi	Queens	Woodside	40.74823	-73.90352	Entire home/apt	189	2	10	22/06/2019	4.23	1	62
34186291	Smoke n Mirrors	10415735	Angie	Queens	Howard Beach	40.66144	-73.85762	Entire home/apt	250	1	1	29/06/2019	1	2	346
389482	Quaint & Quiet in Queens	1947974	Constance F.	Queens	Briarwood	40.71151	-73.81561	Private room	75	1	59	09/11/2018	0.69	2	0
391948	Single Room	1960128	Luana	Queens	Ozone Park	40.68581	-73.84642	Shared room	45	1	8	30/09/2015	0.11	2	364
34184764	"NEW - STEPS TO SUBWAY, NO STOP TO MANHATTAN!"	110375726	Dane	Queens	Woodside	40.74625	-73.90311	Entire home/apt	99	30	1	31/05/2019	0.77	1	333
34180216	Comfy Jfk Room to crash	232251881	Lakshmee	Queens	Jamaica	40.66794	-73.78483	Private room	39	1	15	04/07/2019	6.25	8	0
34179924	Comfy Room in the Heart of Queens	258058607	Raul	Queens	Woodside	40.74444	-73.896	Private room	125	1	0			1	90
34172128	Two bedrooms/ 1.5 restrooms in welcoming home!	238733096	Roy	Queens	Richmond Hill	40.68201	-73.83023	Private room	100	2	0			2	160
34169778	22min from Manhattan	28096614	Bruno	Queens	Woodside	40.74249	-73.90603	Private room	50	2	10	02/07/2019	4.76	2	257
394111	"Beautiful Bedrooms in Briarwood, NY"	1947974	Constance F.	Queens	Briarwood	40.71068	-73.81577	Private room	75	1	16	01/01/2017	0.18	2	189
34167620	"comfortable room, 25min from manhattan"	28096614	Bruno	Queens	Woodside	40.74298	-73.90582	Private room	50	2	4	27/06/2019	1.88	2	266
34165293	Clean w/ lovely interiors. Nice loc Woodside room!	137358866	Kazuya	Queens	Woodside	40.74654	-73.90776	Private room	60	30	0			103	215
34156769	LOW PRICE! up to 4+ people-Near LGA / JFK AIRPORT	246194760	Noel	Queens	East Elmhurst	40.76021	-73.88301	Private room	49	1	3	14/06/2019	2.14	4	207
34154569	NEW APT - 15 MINS TO MANHATTAN!	6004860	Reza	Queens	Woodside	40.74807	-73.9028	Entire home/apt	79	30	0			1	333
34146260	Crash Pad in Jackson Heights	153371127	Nancy	Queens	Jackson Heights	40.75023	-73.87772	Shared room	27	1	4	10/06/2019	2.73	2	355
34126874	suit No.1	257683179	H Ai	Queens	Flushing	40.75139	-73.81328	Private room	55	1	3	29/06/2019	2.81	6	75
34126627	Woodside condo room close to Midtown / LGA.	137358866	Kazuya	Queens	Woodside	40.74165	-73.90155	Private room	59	30	1	15/06/2019	1	103	260
34125558	"Lux RM near 61St Station, laundry elevator & more!"	137358866	Kazuya	Queens	Woodside	40.74123	-73.90152	Private room	59	30	0			103	247
34124328	"Lovely stay near LGA. Lux condo RM, private bath!"	137358866	Kazuya	Queens	Woodside	40.74152	-73.90314	Private room	67	30	1	17/05/2019	0.57	103	1
34122992	Cozy big room Perfect for 2 adults and an infant	123506305	Kisha	Queens	Springfield Gardens	40.66714	-73.77664	Private room	50	1	5	01/06/2019	2.34	3	364
34120696	Fully renovated 1 bedroom apartment	36205885	Eddy	Queens	Ridgewood	40.70737	-73.91138	Entire home/apt	74	1	16	30/06/2019	7.16	3	351
34112635	CRASH PAD near LGA JFK	21216008	Jose	Queens	Jackson Heights	40.75078	-73.87949	Shared room	28	1	4	08/06/2019	2.11	4	354
34110599	The Green Place I	101790764	Zabi	Queens	Long Island City	40.74764	-73.9482	Entire home/apt	199	2	7	22/06/2019	3.28	2	170
34109917	Livingroom for you staying	257555082	Mr.&Mrs.	Queens	Jackson Heights	40.75308	-73.89419	Shared room	55	2	0			1	270
34096002	LIC luxury building with indoor pool and lounge	179875332	Tracy	Queens	Long Island City	40.74745	-73.93656	Private room	135	3	1	22/05/2019	0.63	1	0
405025	LUXE Privé L.I.C. Apt & Garden	2018042	Megan	Queens	Long Island City	40.75453	-73.93377	Entire home/apt	215	2	59	01/07/2019	0.94	1	335
34093093	Private entrance with views. 25 mins to Manhattan	20087667	Mike	Queens	Astoria	40.76962	-73.93146	Private room	55	1	15	29/06/2019	6	1	17
34088667	"One master bedroom near Q10,Q24 BUS STOP, A train"	179951095	Balwinder	Queens	Richmond Hill	40.69035	-73.82238	Private room	78	1	14	05/07/2019	5.83	1	356
34087005	Comfort Haven	245960335	Kern	Queens	Jamaica	40.68055	-73.78263	Private room	95	1	0			1	180
34082442	Beautiful Clean & Quiet Room! Rm#3	11674837	Christopher	Queens	Ridgewood	40.70477	-73.90943	Private room	69	1	6	24/06/2019	3.1	3	179
34076756	A light filled historical	73324719	Scott	Queens	Rockaway Beach	40.59009	-73.81042	Entire home/apt	126	7	0			1	58
34065608	New Apartment & Newly Furnished in Prime Location!	215532980	Isa & Bruno	Queens	Ridgewood	40.70391	-73.91153	Private room	75	1	14	07/07/2019	5.83	3	88
34065601	Spacious & Modern Room in a Prime Location!	215532980	Isa & Bruno	Queens	Ridgewood	40.70384	-73.91137	Private room	75	1	11	25/06/2019	4.65	3	68
34065052	Spacious & Awesome Room in Brooklyn!	215532980	Isa & Bruno	Queens	Ridgewood	40.70515	-73.9136	Private room	75	1	11	01/07/2019	4.52	3	88
34062693	西藏民居	218134921	Kate	Queens	Woodside	40.74904	-73.90188	Private room	85	1	0			1	3
34062487	Clean and Quiet room	27744706	Sasan	Queens	Ridgewood	40.70746	-73.91118	Private room	44	5	1	29/06/2019	1	1	192
34060973	"Roomy, sun-drenched, one-bedroom apartment"	18811278	Anna Lien	Queens	Ridgewood	40.70741	-73.91534	Entire home/apt	150	7	0			1	0
34056928	"1 block off the beach in Arverne, NY. Clean  space"	257167592	Denise	Queens	Arverne	40.59344	-73.78906	Private room	54	3	0			1	363
34051551	"靠近机场,交通购物两便利大房间#1"	107272884	Lynn L	Queens	Richmond Hill	40.69441	-73.84659	Private room	45	1	3	09/06/2019	1.43	4	360
34042173	"Peaceful, fully equipped, home away from home!"	257053267	Leanna	Queens	Richmond Hill	40.69622	-73.84634	Private room	60	1	3	01/07/2019	1.76	1	364
34041630	The Beatiful place	257043301	Alfredo	Queens	Kew Gardens	40.70609	-73.83014	Private room	55	1	0			1	179
34039320	Quiet and clean apartment in nyc	201757076	Soledad	Queens	Briarwood	40.71167	-73.81812	Entire home/apt	111	1	9	30/06/2019	3.7	3	223
34035610	Private Room in a Beautiful Ridgewood Apartment	128605205	Tom	Queens	Ridgewood	40.7066	-73.91392	Private room	100	2	0			1	3
34032088	Private room- Astoria Modern	347045	Shane	Queens	Astoria	40.75807	-73.92632	Private room	125	2	5	30/06/2019	2.34	1	90
34014834	"Beautiful colonial near Belmont Race 
Tract"	256505094	Cederna	Queens	Cambria Heights	40.69955	-73.72247	Entire home/apt	180	1	0			1	83
34014432	"Cozy , clean and comfortable"	125755479	Carla	Queens	Astoria	40.76398	-73.91409	Private room	100	1	0			1	0
34010131	Brand New & Beautiful. 1 min toTrain /15Min to JFK	22543458	Ashley	Queens	Ozone Park	40.67775	-73.8601	Entire home/apt	199	1	14	28/06/2019	6.36	4	249
34002121	Pat's place (shared female only).	256743247	Patricia	Queens	Bayside	40.77125	-73.7809	Private room	49	1	14	28/06/2019	6.36	2	72
33999874	BRIGHT ROOM CLOSE TO MIDTOWN MANHATTAN	32167398	Meela	Queens	Long Island City	40.75894	-73.92864	Private room	60	1	4	12/05/2019	1.52	5	355
33999377	CLEAN & SPACIOUS ROOM  CLOSE TO MANHATTAN	32167398	Meela	Queens	Astoria	40.75759	-73.92677	Private room	50	1	7	02/06/2019	2.88	5	336
33997927	Private Room in Queens NYC	679431	Miguelina	Queens	Woodhaven	40.69345	-73.86674	Private room	65	2	4	23/06/2019	1.69	1	180
33996094	Astoria Prime- 5 Min to LaGuardia/20 Min to NYC!	60737457	Paige	Queens	Ditmars Steinway	40.7733	-73.90569	Entire home/apt	225	1	23	06/07/2019	9.58	1	109
33993343	Unique peaceful apart smartly located in Astoria	156286838	Ella	Queens	Astoria	40.77698	-73.93389	Entire home/apt	150	7	0			1	342
33986797	Cozy room in Richmond hill	251768799	Naiomi	Queens	Richmond Hill	40.69927	-73.82643	Private room	150	1	1	25/04/2019	0.4	1	0
33975580	McDonald	156850005	Sharon	Queens	Jackson Heights	40.75606	-73.87787	Private room	100	1	3	30/06/2019	1.73	2	350
33974777	SUNNY ROOM	32167398	Meela	Queens	Astoria	40.75925	-73.92506	Private room	45	1	6	11/06/2019	2.31	5	342
432090	Only 5 Min. to Manhattan!	2148881	Grace	Queens	Long Island City	40.74826	-73.94633	Private room	50	180	69	28/09/2016	0.79	1	0
33974640	BEAUTIFUL PRIVATE ROOM CLOSE TO MANHATTAN	32167398	Meela	Queens	Astoria	40.75771	-73.92724	Private room	50	1	3	31/05/2019	1.34	5	318
33974082	LARGE LUXURIOUS BEDROOM CLOSE TO MANHATTAN	32167398	Meela	Queens	Astoria	40.75736	-73.92815	Private room	65	1	11	16/06/2019	4.58	5	300
33971900	Bright&staylish room 15min from LaGuardia&20minJFK	253467179	Daniel	Queens	Forest Hills	40.73105	-73.85318	Private room	70	2	6	02/07/2019	2.86	1	288
33970850	SummerWintersGetaway- 8 mins from JFK	256462453	Yolander	Queens	Jamaica	40.69115	-73.80617	Entire home/apt	350	1	9	09/06/2019	3.42	1	358
33968500	Comfy bedroom with natural light	119774078	Christina	Queens	Ridgewood	40.70728	-73.90572	Private room	60	4	2	15/05/2019	0.73	1	51
33967503	Private room	10188543	Charvii	Queens	Richmond Hill	40.69318	-73.83418	Private room	60	1	17	19/06/2019	6.71	1	1
33964014	The Zen Home	15853933	Radilena	Queens	Astoria	40.76623	-73.91243	Private room	69	1	9	31/05/2019	3.42	1	35
33957835	RM#1-Blue room w/balcony 30 min NYC; all airports	241963980	Deborah	Queens	Jamaica Hills	40.71757	-73.7961	Private room	65	1	1	07/07/2019	1	2	139
33944413	Large modern one bedroom apartment -1 block subway	248831780	Camille	Queens	Astoria	40.76939	-73.92139	Entire home/apt	175	1	0			1	185
33943045	Steps away from Manhattan!	55203569	Anna	Queens	Astoria	40.76752	-73.91433	Entire home/apt	250	3	13	26/06/2019	5.49	1	76
33937907	Antonio's place	36242952	Antonio	Queens	Long Island City	40.75009	-73.94864	Private room	85	1	15	02/07/2019	6	1	67
33933592	Stylish 4 BR APT in Ridgewood Woodbine	242962235	Yuval	Queens	Ridgewood	40.70807	-73.89483	Private room	34	30	0			23	322
33932981	Peaceful Private BR in Ridgewood Woodbine	242962235	Yuval	Queens	Ridgewood	40.70937	-73.89702	Private room	34	30	0			23	192
442636	"Private,Affordable, 20 min to NYC!"	1655939	Joris	Queens	Ridgewood	40.70054	-73.90255	Entire home/apt	77	3	289	24/06/2019	3.3	1	85
33932806	Trendy Private BR in Ridgewood Woodbine	242962235	Yuval	Queens	Ridgewood	40.70885	-73.89634	Private room	34	30	0			23	136
33932573	Modern Private BR in Ridgewood Woodbine	242962235	Yuval	Queens	Ridgewood	40.70769	-73.89641	Private room	34	30	1	08/06/2019	1	23	325
33932313	Sunny Private BR in Ridgewood Woodbine	242962235	Yuval	Queens	Ridgewood	40.70876	-73.89704	Private room	34	30	0			23	322
33931270	Sleek & Sunny Private Bedroom With 3 Local Trains	242962235	Yuval	Queens	Ridgewood	40.70862	-73.89536	Private room	34	30	0			23	314
33930925	"Spacious Private Room W 3 Nearby Trains, In Queens"	242962235	Yuval	Queens	Ridgewood	40.70762	-73.89526	Private room	34	30	0			23	317
33930602	Your New Private Bedroom Awaits! Near Good Transit	242962235	Yuval	Queens	Ridgewood	40.70897	-73.89663	Private room	34	30	0			23	335
448048	"1 BR, Book it 1st then write me"	1267021	Sharma	Queens	Jackson Heights	40.75193	-73.87873	Private room	75	5	30	24/05/2019	0.37	3	180
448049	"No Inq,Read it, 1 BR, Rt of Subway,"	1267021	Sharma	Queens	Jackson Heights	40.74906	-73.89377	Private room	69	7	55	30/09/2018	0.64	3	318
33930074	"Your Private Oasis In A Shared Apt, Near 3 Trains!"	242962235	Yuval	Queens	Ridgewood	40.70893	-73.89636	Private room	34	30	0			23	243
33929652	Private Bedroom In 5BR Apt W 2 Baths Near 3 Trains	242962235	Yuval	Queens	Ridgewood	40.7093	-73.8954	Private room	34	30	0			23	252
33929577	"Couch(sofácama), only women, near LGA & Manhattan"	223087887	Jess & Ana	Queens	Corona	40.74086	-73.86618	Shared room	24	1	3	12/05/2019	1.11	8	332
33926057	ONLY WOMEN/CAMAS PARA MUJER/HABITACIÓN COMPARTIDA	223087887	Jess & Ana	Queens	Corona	40.74116	-73.86667	Shared room	24	1	4	04/05/2019	1.52	8	346
33923209	"Queens SPACIOUS Bedroom, 1–3 people, 25 min to NYC"	254542999	Cheryl	Queens	Sunnyside	40.73591	-73.92415	Private room	90	2	12	30/06/2019	5.14	1	57
33917958	"LGA / Midtown, Prime room space w/ elevator +more"	137358866	Kazuya	Queens	Woodside	40.74506	-73.90602	Private room	56	30	0			103	242
33909633	"Amazing 3 Bed Apt, Less than 5 mins to Manhattan"	251229393	Rafu	Queens	Long Island City	40.74657	-73.93289	Entire home/apt	129	1	3	14/06/2019	1.7	2	95
33909151	"Mi casa es tu casa, habitación 2"	241565326	Valentina	Queens	Woodside	40.74351	-73.90405	Private room	44	1	11	01/07/2019	7.67	2	331
33907801	Stylish Private BR in Ridgewood Woodbine	242962235	Yuval	Queens	Ridgewood	40.70775	-73.89472	Private room	34	30	0			23	201
33907604	Sunny Private BR in Ridgewood Woodbine	242962235	Yuval	Queens	Ridgewood	40.70722	-73.89614	Private room	34	30	1	26/05/2019	0.68	23	281
33907003	Unique Private BR in Ridgewood Woodbine	242962235	Yuval	Queens	Ridgewood	40.7081	-73.89507	Private room	34	30	0			23	278
33906887	New renovation cozy home 12 min train to Manhattan	251156430	Emma	Queens	Woodside	40.74508	-73.90291	Shared room	65	2	8	29/06/2019	3.04	1	89
33906539	Eclectic Private BR in Ridgewood Woodbine	242962235	Yuval	Queens	Ridgewood	40.70913	-73.89486	Private room	34	30	0			23	324
33905074	The Guest House	256032762	The	Queens	Elmhurst	40.73136	-73.87402	Private room	70	2	3	17/06/2019	1.67	1	0
33900546	The Green Place	101790764	Zabi	Queens	Long Island City	40.74895	-73.9474	Entire home/apt	199	2	6	22/06/2019	2.81	2	175
33880288	Perfect Location!	3128437	Natalie	Queens	Astoria	40.75792	-73.92249	Private room	120	1	0			2	89
33877113	Luxurious Rooms	255811821	Mary	Queens	Jamaica	40.68787	-73.77727	Private room	88	2	2	31/05/2019	1.5	1	180
33857708	"Sunnyside room close to subway, Midtown & LGA."	137358866	Kazuya	Queens	Sunnyside	40.73614	-73.92068	Private room	35	30	0			103	245
33849970	"3min to Grand Ave subway, newly built in 2015"	19303369	Hiroki	Queens	Elmhurst	40.7387	-73.8771	Private room	33	30	0			37	31
33847217	BIG BEDROOM CLOSE TO LA GUARDIA AIRPORT FREE WIFI	22784412	Stephanie	Queens	East Elmhurst	40.76402	-73.89098	Private room	44	1	0			2	0
33832027	Studio in an Upscale Beautiful Neighborhood	42422120	Yasmine	Queens	Forest Hills	40.7201	-73.83723	Shared room	60	2	2	05/06/2019	1.11	1	0
33829619	**Private Room in Newly Renovated Apartment	10149317	Lana	Queens	Kew Gardens	40.70657	-73.82903	Private room	60	2	7	29/06/2019	2.63	5	305
33823598	LOVELY 1 BED ROOM 10 MIN FR JFK WITH PRIVATE PORCH	29349060	Ode	Queens	St. Albans	40.68687	-73.76809	Private room	67	1	12	06/07/2019	4.74	3	365
33820675	*Private room with new bedroom set and mattress	10149317	Lana	Queens	Kew Gardens	40.70927	-73.82948	Private room	50	2	5	02/06/2019	1.88	5	319
